0.000000	8.523244	-1.791243	19.856040	72.348245	3.108472
0.001000	8.654639	-2.119730	19.034823	72.315396	3.036205
0.002000	8.194757	-2.283973	18.345001	72.249699	3.062484
0.003000	7.899119	-2.448217	17.556632	72.184002	3.039490
0.004000	7.833421	-2.448217	16.833961	72.282548	2.993502
0.005000	7.833421	-2.349671	16.176987	72.315396	3.052630
0.006000	7.899119	-2.316822	15.421468	72.249699	3.026351
0.007000	7.964816	-2.218276	14.731645	72.151153	3.013211
0.008000	7.997665	-2.054033	14.074671	72.184002	3.009926
0.009000	7.472086	-2.021184	13.319152	72.052607	2.940944
0.010000	6.946507	-2.054033	12.662178	71.921212	2.983647
0.011000	6.782263	-1.922638	12.136599	71.855515	2.944229
0.012000	7.110750	-1.824092	11.545323	71.756969	2.960653
0.013000	7.340691	-1.791243	10.888349	71.691271	2.960653
0.014000	7.537783	-1.758394	10.428467	71.658422	2.949156
0.015000	7.833421	-1.824092	9.968586	71.625574	2.936017
0.016000	8.227606	-1.889789	9.541553	71.494179	2.908095
0.017000	8.621790	-2.021184	9.180217	71.428482	2.919592
0.018000	8.523244	-2.316822	8.753185	71.264238	2.926162
0.019000	8.096211	-2.678158	8.293303	71.099995	2.931089
0.020000	7.866270	-2.973796	7.997665	70.968600	3.055914
0.021000	7.833421	-3.269434	7.636329	70.837205	3.008284
0.022000	7.767724	-3.466526	7.373540	70.738659	3.000072
0.023000	7.964816	-3.597921	7.077902	70.607264	3.054272
0.024000	7.964816	-3.729316	6.716566	70.475870	2.957368
0.025000	7.899119	-3.729316	6.420928	70.377323	2.995144
0.026000	7.340691	-3.597921	6.092441	70.147383	3.032920
0.027000	6.847961	-3.466526	5.796803	69.950290	3.014854
0.028000	6.847961	-3.072342	5.566862	69.851744	3.026351
0.029000	7.209296	-2.513914	5.238375	69.720350	2.982005
0.030000	7.373540	-1.955487	4.975586	69.621803	3.023066
0.031000	7.570632	-1.364210	4.778494	69.490409	2.950799
0.032000	7.997665	-0.707237	4.548553	69.359014	2.975435
0.033000	8.424698	-0.017414	4.417158	69.260468	2.968865
0.034000	8.687487	0.573862	4.252915	69.030527	2.972150
0.035000	8.359000	1.000895	4.088671	68.833435	2.968865
0.036000	7.931967	1.395079	3.891579	68.537797	2.957368
0.037000	7.899119	1.723566	3.793033	68.439251	3.082193
0.038000	7.866270	2.019204	3.661638	68.176461	3.072339
0.039000	7.800573	2.117750	3.464546	67.946520	3.119969
0.040000	7.931967	2.183448	3.431698	67.782277	3.190594
0.041000	7.931967	2.183448	3.333152	67.585184	3.151176
0.042000	7.669178	2.052053	3.168908	67.355244	3.049345
0.043000	7.143599	1.887809	3.103211	67.125303	3.146248
0.044000	6.815112	1.690717	3.004665	66.829665	3.162673
0.045000	6.946507	1.460777	2.840421	66.599724	3.175812
0.046000	7.274994	1.395079	2.807573	66.369783	3.165958
0.047000	7.472086	1.296533	2.709027	66.139842	3.037848
0.048000	7.636329	1.263684	2.643329	65.942750	2.942587
0.049000	8.161908	1.362231	2.610481	65.778506	2.991860
0.050000	8.523244	1.395079	2.544783	65.614263	2.965581
0.051000	8.588941	1.362231	2.446237	65.351473	2.924520
0.052000	8.194757	1.395079	2.479086	65.088684	2.978720
0.053000	7.899119	1.427928	2.511935	64.858743	2.924520
0.054000	7.833421	1.493625	2.479086	64.727348	2.942587
0.055000	7.833421	1.592171	2.511935	64.563105	2.968865
0.056000	7.866270	1.592171	2.413388	64.300315	2.947514
0.057000	7.866270	1.559323	2.380540	64.201769	2.816119
0.058000	7.931967	1.559323	2.446237	64.103223	2.822689
0.059000	7.472086	1.329382	2.446237	63.906131	2.845683
0.060000	6.979356	1.000895	2.380540	63.709039	2.868677
0.061000	6.782263	0.770954	2.347691	63.643341	2.812834
0.062000	7.012204	0.475316	2.183448	63.577644	2.798052
0.063000	7.307842	0.311073	2.150599	63.643341	2.834186
0.064000	7.537783	0.113981	2.052053	63.676190	2.954084
0.065000	7.833421	-0.083112	1.887809	63.643341	2.919592
0.066000	8.260454	-0.280204	1.756415	63.709039	2.829259
0.067000	8.556092	-0.411598	1.526474	63.709039	2.717573
0.068000	8.457546	-0.608691	1.362231	63.709039	2.651876
0.069000	8.096211	-0.838631	1.230836	63.709039	2.656803
0.070000	7.931967	-0.871480	1.099441	63.741887	2.676512
0.071000	7.800573	-1.035723	0.968046	63.709039	2.683082
0.072000	7.833421	-0.937177	0.869500	63.807585	2.702791
0.073000	7.899119	-0.937177	0.738106	63.774736	2.678155
